code,name,industry,source,update_date
603986,兆易创新,半导体,tushare,2026-08-04
603988,中电电机,电气设备,tushare,2026-08-04
603991,领先股份,半导体,tushare,2026-08-04
603993,洛阳钼业,小金属,tushare,2026-08-04
603999,读者传媒,出版业,tushare,2026-08-04
605055,迎丰股份,纺织,tushare,2026-08-04
605117,德业股份,电气设备,tushare,2026-08-04
605188,国光连锁,超市连锁,tushare,2026-08-04
605198,安德利,软饮料,tushare,2026-08-04
605299,舒华体育,文教休闲,tushare,2026-08-04
605300,佳禾食品,乳制品,tushare,2026-08-04
605319,无锡振华,汽车配件,tushare,2026-08-04
605333,沪光股份,汽车配件,tushare,2026-08-04
605368,蓝天燃气,供气供热,tushare,2026-08-04
605377,华旺科技,造纸,tushare,2026-08-04
688001,华兴源创,专用机械,tushare,2026-08-04
688002,睿创微纳,通信设备,tushare,2026-08-04
688005,容百科技,电气设备,tushare,2026-08-04
688008,澜起科技,半导体,tushare,2026-08-04
688015,交控科技,运输设备,tushare,2026-08-04
688016,心脉医疗,医疗保健,tushare,2026-08-04
688018,乐鑫科技,半导体,tushare,2026-08-04
688032,禾迈股份,电气设备,tushare,2026-08-04
688036,传音控股,通信设备,tushare,2026-08-04
688037,芯源微,半导体,tushare,2026-08-04
688041,海光信息,半导体,tushare,2026-08-04
688048,长光华芯,半导体,tushare,2026-08-04
688049,炬芯科技,半导体,tushare,2026-08-04
688058,宝兰德,软件服务,tushare,2026-08-04
688062,迈威生物,生物制药,tushare,2026-08-04
688063,派能科技,电气设备,tushare,2026-08-04
688065,凯赛生物,化工原料,tushare,2026-08-04
688072,拓荆科技,半导体,tushare,2026-08-04
688080,映翰通,通信设备,tushare,2026-08-04
688082,盛美上海,半导体,tushare,2026-08-04
688099,晶晨股份,半导体,tushare,2026-08-04
688100,威胜信息,通信设备,tushare,2026-08-04
688107,安路科技,半导体,tushare,2026-08-04
688108,赛诺医疗,医疗保健,tushare,2026-08-04
688109,品茗科技,软件服务,tushare,2026-08-04
688122,西部超导,小金属,tushare,2026-08-04
688123,聚辰股份,半导体,tushare,2026-08-04
688126,沪硅产业,半导体,tushare,2026-08-04
688138,清溢光电,半导体,tushare,2026-08-04
688139,海尔生物,医疗保健,tushare,2026-08-04
688147,微导纳米,专用机械,tushare,2026-08-04
688151,华强科技,医疗保健,tushare,2026-08-04
688153,唯捷创芯,半导体,tushare,2026-08-04
688159,有方科技,通信设备,tushare,2026-08-04
688161,威高骨科,医疗保健,tushare,2026-08-04
688162,巨一科技,专用机械,tushare,2026-08-04
688167,炬光科技,元器件,tushare,2026-08-04
688169,石头科技,家用电器,tushare,2026-08-04
688185,康希诺,生物制药,tushare,2026-08-04
688187,时代电气,运输设备,tushare,2026-08-04
688195,腾景科技,元器件,tushare,2026-08-04
688198,佰仁医疗,医疗保健,tushare,2026-08-04
688200,华峰测控,半导体,tushare,2026-08-04
688202,美迪西,医疗保健,tushare,2026-08-04
688206,概伦电子,半导体,tushare,2026-08-04
688209,英集芯,半导体,tushare,2026-08-04
688212,澳华内镜,医疗保健,tushare,2026-08-04
688213,思特威,半导体,tushare,2026-08-04
688218,江苏北人,专用机械,tushare,2026-08-04
688228,开普云,软件服务,tushare,2026-08-04
688232,新点软件,软件服务,tushare,2026-08-04
688234,天岳先进,半导体,tushare,2026-08-04
688253,英诺特,医疗保健,tushare,2026-08-04
688256,寒武纪,半导体,tushare,2026-08-04
688277,天智航,医疗保健,tushare,2026-08-04
688288,鸿泉技术,IT设备,tushare,2026-08-04
688290,景业智能,专用机械,tushare,2026-08-04
688295,中复神鹰,化纤,tushare,2026-08-04
688297,中无人机,航空,tushare,2026-08-04
688313,仕佳光子,通信设备,tushare,2026-08-04
688319,欧林生物,生物制药,tushare,2026-08-04
688322,奥比中光,元器件,tushare,2026-08-04
688331,荣昌生物,生物制药,tushare,2026-08-04
688333,铂力特,机械基件,tushare,2026-08-04
688336,三生国健,生物制药,tushare,2026-08-04
688345,博力威,电气设备,tushare,2026-08-04
688351,微电生理,医疗保健,tushare,2026-08-04
688353,华盛锂电,化工原料,tushare,2026-08-04
688356,键凯科技,化学制药,tushare,2026-08-04
688368,晶丰明源,半导体,tushare,2026-08-04
688369,致远互联,软件服务,tushare,2026-08-04
688379,华光新材,机械基件,tushare,2026-08-04
688380,中微半导,半导体,tushare,2026-08-04
688388,嘉元科技,电气设备,tushare,2026-08-04
688390,固德威,电气设备,tushare,2026-08-04
688392,骄成超声,专用机械,tushare,2026-08-04
688399,硕世生物,医疗保健,tushare,2026-08-04
688400,凌云光,专用机械,tushare,2026-08-04
688408,中信博,电气设备,tushare,2026-08-04
688410,山外山,医疗保健,tushare,2026-08-04
688428,诺诚健华,生物制药,tushare,2026-08-04
688458,美芯晟,半导体,tushare,2026-08-04
688498,源杰科技,半导体,tushare,2026-08-04
688505,复旦张江,化学制药,tushare,2026-08-04
688506,百利天恒,化学制药,tushare,2026-08-04
688518,联赢激光,专用机械,tushare,2026-08-04
688519,南亚新材,元器件,tushare,2026-08-04
688521,芯原股份,半导体,tushare,2026-08-04
688522,纳睿雷达,通信设备,tushare,2026-08-04
688536,思瑞浦,半导体,tushare,2026-08-04
688549,中巨芯,元器件,tushare,2026-08-04
688559,海目星,专用机械,tushare,2026-08-04
688568,中科星图,软件服务,tushare,2026-08-04
688577,浙海德曼,机床制造,tushare,2026-08-04
688578,艾力斯,化学制药,tushare,2026-08-04
688579,地纬智能,软件服务,tushare,2026-08-04
688582,芯动联科,元器件,tushare,2026-08-04
688591,泰凌微,半导体,tushare,2026-08-04
688596,正帆科技,专用机械,tushare,2026-08-04
688606,奥泰生物,医疗保健,tushare,2026-08-04
688608,恒玄科技,半导体,tushare,2026-08-04
688610,埃科光电,电器仪表,tushare,2026-08-04
688611,杭州柯林,电气设备,tushare,2026-08-04
688613,奥精医疗,医疗保健,tushare,2026-08-04
688617,惠泰医疗,医疗保健,tushare,2026-08-04
688626,翔宇医疗,医疗保健,tushare,2026-08-04
688629,华丰科技,元器件,tushare,2026-08-04
688636,智明达,元器件,tushare,2026-08-04
688639,华恒生物,化学制药,tushare,2026-08-04
688661,和林微纳,元器件,tushare,2026-08-04
688677,海泰新光,医疗保健,tushare,2026-08-04
688690,纳微科技,化工原料,tushare,2026-08-04
688696,极米科技,家用电器,tushare,2026-08-04
688700,东威科技,专用机械,tushare,2026-08-04
688702,盛科通信,半导体,tushare,2026-08-04
688716,中研股份,化工原料,tushare,2026-08-04
688728,格科微,半导体,tushare,2026-08-04
688776,国光电气,元器件,tushare,2026-08-04
688981,中芯国际,半导体,tushare,2026-08-04
689009,九号公司,摩托车,tushare,2026-08-04
