date,code,action,price,shares
2006-05-09,629,BUY,1.64109259314,8000
2006-05-09,68,BUY,3.26422922826,4000
2006-05-09,935,BUY,2.92958851185,4500
2006-05-09,893,BUY,2.48321165092,5300
2006-05-09,600362,BUY,9.47946941942,1400
2006-05-09,600732,BUY,1.4746944212,9000
2006-05-09,600399,BUY,1.09127745727,12100
2006-05-09,600316,BUY,8.3199611495,1500
2006-05-09,600403,BUY,2.08499647356,6300
2006-05-09,819,BUY,3.74733322964,3500
2006-05-09,989,BUY,2.20050483653,6000
2006-05-09,581,BUY,1.9836132316,6700
2006-05-09,600202,BUY,6.34492515657,2000
2006-05-09,600660,BUY,1.7049428195799998,7700
2006-05-09,600299,BUY,7.3676553350399985,1800
2006-05-09,2005,BUY,1.0103248755599998,13100
2006-05-09,14,BUY,2.657207553,5000
2006-05-09,600536,BUY,2.8983452097599995,4500
2006-05-09,600269,BUY,1.8820416615,7000
2006-08-01,600036,SELL,2.5904180889,5000
2006-08-01,6,SELL,1.16336459088,12800
2006-08-01,600033,SELL,1.25070580224,8200
2006-08-01,600009,SELL,10.52472955518,400
2006-08-01,963,SELL,1.6194534255,9300
2006-08-01,157,SELL,0.5237427330000001,22200
2006-08-01,600749,SELL,5.6461596885,1100
2006-08-01,547,SELL,1.508354136,17100
2006-08-01,919,SELL,3.30639054975,4400
2006-08-01,2017,SELL,1.4223194568000002,9600
2006-08-01,600622,SELL,1.04997640257,14100
2006-08-01,600748,SELL,3.00276990432,6300
2006-08-01,11,SELL,3.3334198434,3800
2006-08-01,600547,SELL,1.45840061952,7600
2006-08-01,599,SELL,2.41735094928,5600
2006-08-01,600016,SELL,0.7624797869700001,16200
2006-08-01,600346,SELL,0.4983440570999999,11400
2006-08-01,600019,SELL,1.81119809889,7400
2006-08-01,636,SELL,3.1091404872600004,4200
2006-08-01,600129,SELL,2.88561724425,1700
2006-08-01,600276,SELL,0.92244896766,15600
2006-08-01,90,SELL,1.14047733105,14500
2006-08-01,600376,SELL,1.6990379812799998,13400
2006-08-01,600161,SELL,2.1913141723200003,6900
2006-08-01,600779,SELL,5.3965582398,3300
2006-08-01,301,SELL,2.151033813,4600
2006-08-01,99,SELL,3.550198248,2700
2006-08-01,600519,SELL,23.32632210822,400
2006-08-01,600131,SELL,3.8049891021,3300
